Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,Status
novitec-urus-l4-333-15,"NL5 Forged Aluminium Wheel Set with Central lock - Lamborghini Urus - L4 333 15, 56/66 - Novitec","<div class=""product__text rte text-base"" data-shopify-editor-block='{""id"":""template--18887217414197__main-product__description"",""domId"":""description"",""type"":""description""}'> <h2>Description</h2> <p>The <strong>NOVITEC Aluminium Wheel Type NL5 Forged</strong> for the <strong>Lamborghini Urus</strong> combines cutting-edge forged construction with an aggressive and elegant design. Engineered for reduced unsprung mass and maximum structural strength, the NL5 forged wheels enhance steering precision, stability, and overall driving performance while delivering a bold high-performance aesthetic.</p> <p>Manufactured from premium forged aluminum, the NL5 wheel set ensures durability, lightweight performance, and precise OEM-level fitment. The wheels are available either <strong>with high-performance tyres mounted</strong> or <strong>without tyres</strong>, depending on configuration preference.</p> <h2>Compatibility</h2> <p>Lamborghini <strong>Urus</strong></p> <h2>Available Versions</h2> <h3>With Tyres</h3> <p>Complete wheel and tyre package:</p> <ul> <li> <p>Front Axle: <strong>10.5J x 23</strong> with <strong>285/35 R23</strong></p> </li> <li> <p>Rear Axle: <strong>12.0J x 23</strong> with <strong>325/30 R23</strong></p> </li> </ul> <p><strong>Product Number:</strong> L4 333 15</p> <h3>Without Tyres</h3> <p>Wheel set only:</p> <ul> <li> <p>Front Axle: <strong>10.5J x 23</strong></p> </li> <li> <p>Rear Axle: <strong>12.0J x 23</strong></p> </li> </ul> <p><strong>Product Number:</strong> L4 333 56/ 66</p> <h2>Key Features</h2> <ul> <li> <p>Forged aluminum wheel construction</p> </li> <li> <p>Lightweight and high-strength design</p> </li> <li> <p>Improves handling and driving dynamics</p> </li> <li> <p>Distinctive and aggressive NL5 styling</p> </li> <li> <p>OEM-level fitment and integration</p> </li> <li> <p>Available with or without tyres</p> </li> </ul> <h2>Included Components</h2> <p>Depending on selected version:</p> <ul> <li> <p>4x NOVITEC NL5 forged wheels</p> </li> <li> <p>Performance tyres (if ordered with tyre package)</p> </li> <li> <p>Mounting hardware (as supplied by NOVITEC)</p> </li> </ul> <h2>Technical Details</h2> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Wheel Type: NL5 Forged</p> </li> <li> <p>Material: Forged Aluminum</p> </li> <li> <p>Front Size: 10.5J x 23</p> </li> <li> <p>Rear Size: 12.0J x 23</p> </li> <li> <p>Tyre Sizes (if applicable): 285/35 R23 (Front), 325/30 R23 (Rear)</p> </li> </ul> <h2>Installation</h2> <p>Professional installation and wheel alignment are strongly recommended to ensure correct fitment and optimal performance.</p> <h2>Special Order</h2> <p>Lead time approximately <strong>4–6 weeks</strong></p> </div>",Novitec,Wheels,"brand_novitec, car_lamborghini, category_wheels, condition_new, install_available, model_urus_performante, model_urus_s, pricing_buy_now",TRUE,Variant,With Tyres,L4 333 15,0,shopify,2,deny,manual,79900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-16at23.46.33.png,1,"NL5 Forged Aluminium Wheel Set with Central lock - Lamborghini Urus - L4 333 15, 56/66 - Novitec",FALSE,active
novitec-urus-l4-333-15,,,,,,,,Without Tyres,L4 333 56/66,0,shopify,5,deny,manual,69900.00,TRUE,TRUE,,,,,
novitec-urus-l4-333-15,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-16at23.46.59.png,2,"NL5 Forged Aluminium Wheel Set with Central lock - Lamborghini Urus - L4 333 15, 56/66 - Novitec",,
novitec-mclaren-750s-c6-750-70,Trunk Lid N-Largo - McLaren 750S Coupé & Spider - C6 750 70/ 71/ 72 - Novitec,"<h4>Description</h4> <p>The <strong>NOVITEC Trunk Lid N-LARGO</strong> for the <strong>McLaren 750S Coupé &amp; Spider</strong> enhances the vehicle’s rear design with a more aggressive and aerodynamic appearance. Developed as part of the N-LARGO program, this component sharpens the rear profile while reinforcing the high-performance character of the 750S.</p> <p>Available in multiple material configurations, the trunk lid allows for full customization — from paint-matched elegance to exposed carbon performance styling.</p> <h4>Compatibility</h4> <p>McLaren 750S <strong>Coupé</strong><br>McLaren 750S <strong>Spider</strong></p> <h4>Key Features</h4> <ul> <li> <p>Trunk lid N-LARGO design</p> </li> <li> <p>Developed specifically for McLaren 750S</p> </li> <li> <p>Enhances rear styling and aerodynamic presence</p> </li> <li> <p>Precision-engineered for OEM-level fitment</p> </li> <li> <p>Available in primed or visible carbon versions</p> </li> </ul> <h4>Available Versions</h4> <p><strong>Primed for Painting</strong></p> <ul> <li> <p>Manufactured for paint finishing</p> </li> <li> <p>Supplied primed</p> </li> <li> <p>Ideal for body-color customization</p> </li> </ul> <p><strong>Primed / Partial Visible Carbon</strong></p> <ul> <li> <p>Combination of paintable surfaces and exposed carbon elements</p> </li> <li> <p>Balanced OEM-plus performance look</p> </li> </ul> <p><strong>Visible Carbon</strong></p> <ul> <li> <p>Manufactured from visible carbon fiber</p> </li> <li> <p>Lightweight construction</p> </li> <li> <p>Premium high-gloss motorsport finish</p> </li> </ul> <h4>Technical Details</h4> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Trunk Lid</p> </li> <li> <p>Model: N-LARGO</p> </li> <li> <p>Material: Primed composite or Visible Carbon (depending on version)</p> </li> </ul> <h4>Installation</h4> <p>Professional installation and paint preparat",Novitec,Aerodynamics,"brand_novitec, car_mclaren, category_aerodynamic, condition_new, install_available, model_750s, pricing_buy_now",TRUE,Variant,Ready for Painting,C6 750 70,0,shopify,4,deny,manual,19900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-21at10.01.56.png,1,Trunk Lid N-Largo - McLaren 750S Coupé & Spider - C6 750 70/ 71/ 72 - Novitec,FALSE,active
novitec-mclaren-750s-c6-750-70,,,,,,,,Primed / Carbon,C6 750 71,0,shopify,5,deny,manual,22900.00,TRUE,TRUE,,,,,
novitec-mclaren-750s-c6-750-70,,,,,,,,Visible Carbon,C6 750 72,0,shopify,2,deny,manual,26900.00,TRUE,TRUE,,,,,
novitec-mclaren-750s-c6-750-70,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-21at10.02.17.png,2,Trunk Lid N-Largo - McLaren 750S Coupé & Spider - C6 750 70/ 71/ 72 - Novitec,,
novitec-mclaren-750s-c6-750-70,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-01-15_at_00.39.14.png,3,Trunk Lid N-Largo - McLaren 750S Coupé & Spider - C6 750 70/ 71/ 72 - Novitec,,
novitec-mclaren-750s-c6-750-66,Rear Bumper - McLaren 750S Coupé & Spider - C6 750 66 - Novitec,"<h4>Description</h4> <p>The <strong>NOVITEC Rear Bumper</strong> for the <strong>McLaren 750S Coupé &amp; Spider</strong> enhances the vehicle’s rear design with a more aggressive and performance-oriented appearance. Developed specifically for the 750S, this component sharpens the rear profile while reinforcing aerodynamic styling and motorsport character.</p> <p>Manufactured from visible carbon fiber, the rear bumper combines lightweight construction with a premium high-gloss finish, perfectly complementing the dynamic design of the McLaren 750S.</p> <h4>Compatibility</h4> <p>McLaren 750S <strong>Coupé</strong><br>McLaren 750S <strong>Spider</strong></p> <h4>Key Features</h4> <ul> <li> <p>Rear bumper upgrade</p> </li> <li> <p>Manufactured from visible carbon fiber</p> </li> <li> <p>Enhances rear styling and aerodynamic presence</p> </li> <li> <p>Developed specifically for McLaren 750S</p> </li> <li> <p>Lightweight construction</p> </li> <li> <p>Precision-engineered for OEM-level fitment</p> </li> </ul> <h4>Technical Details</h4> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Rear Bumper</p> </li> <li> <p>Material: Visible Carbon Fiber</p> </li> <li> <p>Finish: High-gloss exposed carbon</p> </li> </ul> <h4>Installation</h4> <p>Professional installation is strongly recommended.</p> <h4>Part Number</h4> <ul> <li> <p>C6 750 66</p> </li> </ul> <h4>Special Order</h4> <p>Lead time approximately <strong>4–6 weeks</strong></p>",Novitec,Aerodynamics,"brand_novitec, car_mclaren, category_aerodynamic, condition_new, install_available, model_750s, pricing_buy_now",TRUE,Variant,Visible Carbon,C6 750 66,0,shopify,4,deny,manual,17900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-21at10.00.02.png,1,Rear Bumper - McLaren 750S Coupé & Spider - C6 750 66 - Novitec,FALSE,active
novitec-mclaren-750s-c6-750-66,,,,,,,,Forged Carbon,C6 750 66,0,shopify,2,deny,manual,17900.00,TRUE,TRUE,,,,,
novitec-mclaren-750s-c6-750-66,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-21at10.00.22.png,2,Rear Bumper - McLaren 750S Coupé & Spider - C6 750 66 - Novitec,,
novitec-mclaren-750s-c6-750-66,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-01-15_at_00.30.11_df9037c1-74d2-4b4b-b857-33ba5b67e150.png,3,Rear Bumper - McLaren 750S Coupé & Spider - C6 750 66 - Novitec,,
novitec-sport-metal-catalysts-set-heat-protected-senna,"Sport Metal Catalysts (Set) - McLaren Senna - C1 888 12, 52 - Novitec","<h4>Description</h4> <p>The <strong>NOVITEC Sport Metal Catalysts (Set)</strong> for the <strong>McLaren Senna</strong> are engineered to improve exhaust efficiency and maximize performance. Featuring <strong>100-cell Zeller sport metal catalysts</strong>, this system significantly reduces exhaust back pressure while enhancing throttle response and overall engine performance.</p> <p>Designed for use with both NOVITEC and original factory exhaust systems, all versions are fully covered with high-temperature heat protection to ensure durability under extreme thermal loads.</p> <h4>Compatibility</h4> <p>McLaren Senna<br>Compatible with <strong>NOVITEC exhaust systems</strong> and <strong>original factory exhaust systems</strong></p> <h4>Key Features</h4> <ul> <li> <p>100-cell Zeller sport metal catalysts</p> </li> <li> <p>Reduced exhaust back pressure</p> </li> <li> <p>Improved throttle response and engine performance</p> </li> <li> <p>Designed for use with NOVITEC and original exhaust systems</p> </li> <li> <p>High-temperature heat-protected construction</p> </li> <li> <p>Developed specifically for McLaren Senna</p> </li> <li> <p>Direct replacement installation</p> </li> </ul> <h4>Available Versions</h4> <p><strong>Heat-Protected</strong></p> <ul> <li> <p>100-cell Zeller sport metal catalysts</p> </li> <li> <p>Covered with high-temperature heat protection</p> </li> <li> <p>Optimized for durability and performance</p> </li> </ul> <p><strong>Gold-Plated (999 Fine Gold)</strong></p> <ul> <li> <p>100-cell Zeller sport metal catalysts</p> </li> <li> <p>Covered with high-temperature heat protection</p> </li> <li> <p>Gold-plated with 999 fine gold</p> </li> <li> <p>Maximum thermal efficiency</p> </li> <li> <p>Reduced heat radiation and exclusive motorsport appearance</p> </li> </ul> <p><strong>Technical Details</strong></p> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Product Type: Sport Metal Catalysts</p> </li> <li> <p>Catalyst",Novitec,Exhaust,"brand_novitec, car_mclaren, category_exhaust, condition_new, install_available, model_senna, pricing_buy_now",TRUE,Variant,Regular,C1 888 12,0,shopify,6,deny,manual,26900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-23at21.45.01.png,1,"Sport Metal Catalysts (Set) - McLaren Senna - C1 888 12, 52 - Novitec",FALSE,active
novitec-sport-metal-catalysts-set-heat-protected-senna,,,,,,,,Gold Plated 999,C1 888 52,0,shopify,2,deny,manual,35900.00,TRUE,TRUE,,,,,
novitec-sport-metal-catalysts-set-heat-protected-senna,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-23at21.46.06.png,2,"Sport Metal Catalysts (Set) - McLaren Senna - C1 888 12, 52 - Novitec",,
novitec-exhaust-system-race-stainless-mclaren-750s,Power Optimized Exhaust System RACE - McLaren 750S Coupé & Spider - C1 750 20/ 25/ 75 - Novitec,"<h4>Description</h4> <p>The <strong>NOVITEC Power-Optimized Exhaust System RACE</strong> for the <strong>McLaren 750S Coupé &amp; Spider</strong> is engineered to deliver enhanced performance and a sharper, motorsport-inspired exhaust sound. Developed specifically for the 750S platform, this system optimizes exhaust flow, reduces backpressure, and improves throttle response.</p> <p>Designed for use exclusively in combination with <strong>NOVITEC tailpipes</strong>, all versions are fully covered with high-temperature heat protection to ensure maximum durability under extreme thermal conditions. The system includes the <strong>NOVITRONIC control module</strong> for seamless electronic integration.</p> <h4>Compatibility</h4> <p>McLaren 750S <strong>Coupé</strong><br>McLaren 750S <strong>Spider</strong><br>Only in combination with <strong>NOVITEC tailpipes</strong></p> <h4>Key Features</h4> <ul> <li> <p>Power-optimized RACE exhaust system</p> </li> <li> <p>Designed exclusively for use with NOVITEC tailpipes</p> </li> <li> <p>Enhanced exhaust flow and throttle response</p> </li> <li> <p>Motorsport-inspired exhaust character</p> </li> <li> <p>Covered with high-temperature heat protection</p> </li> <li> <p>Includes NOVITRONIC control module</p> </li> <li> <p>Developed specifically for McLaren 750S</p> </li> </ul> <h4>Available Versions</h4> <p><strong>Stainless Steel – Heat-Protected (Including NOVITRONIC)</strong></p> <ul> <li> <p>High-grade stainless steel construction</p> </li> <li> <p>Covered with high-temperature heat protection</p> </li> <li> <p>Optimized durability and sound enhancement</p> </li> <li> <p>Includes NOVITRONIC</p> </li> </ul> <p><strong>INCONEL – Heat-Protected (Including NOVITRONIC)</strong></p> <ul> <li> <p>Lightweight high-performance INCONEL</p> </li> <li> <p>Covered with high-temperature heat protection</p> </li> <li> <p>Reduced overall system weight</p> </li> <li> <p>Sharper, race-inspired exhaust sound</p> </li> <li> <p>Includes NOVITRONIC</p> </li> </ul> <p><strong>INCONEL – Gold-Plated (999 Fine Gold, Includin",Novitec,Exhaust,"brand_novitec, car_mclaren, category_exhaust, condition_new, install_available, model_750s, pricing_buy_now",TRUE,Variant,Stainless steel,C1 750 20,0,shopify,3,deny,manual,21900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-21at09.51.31.png,1,Power Optimized Exhaust System RACE - McLaren 750S Coupé & Spider - C1 750 20/ 25/ 75 - Novitec,FALSE,active
novitec-exhaust-system-race-stainless-mclaren-750s,,,,,,,,Inconel,C1 750 25,0,shopify,2,deny,manual,27900.00,TRUE,TRUE,,,,,
novitec-exhaust-system-race-stainless-mclaren-750s,,,,,,,,Inconel Gold 999,C1 750 75,0,shopify,5,deny,manual,37900.00,TRUE,TRUE,,,,,
novitec-exhaust-system-race-stainless-mclaren-750s,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-02-24_at_22.26.33.png,2,Power Optimized Exhaust System RACE - McLaren 750S Coupé & Spider - C1 750 20/ 25/ 75 - Novitec,,
novitec-mclaren-750s-c4-750-92,MC4 Forged Wheel Set with Central Lock - McLaren 750S Coupé & Spider - C4 750 92/ 90/91 - Novitec,"<h4>Description</h4> <p>The <strong>NOVITEC MC4 Forged Wheel Set – Central Lock LOOK</strong> for the <strong>McLaren 750S Coupé &amp; Spider</strong> combines advanced forged engineering with a distinctive motorsport-inspired center-lock design. Developed specifically for the 750S, the MC4 wheels enhance steering precision, stability, and overall driving performance while reinforcing the vehicle’s aggressive racing character.</p> <p>Designed for maximum strength with minimal weight, the MC4 forged wheels deliver uncompromising performance and a bold, high-performance appearance.</p> <h4>Compatibility</h4> <p>McLaren 750S <strong>Coupé</strong><br>McLaren 750S <strong>Spider</strong></p> <h4>Key Features</h4> <ul> <li> <p>Forged aluminium wheel set MC4</p> </li> <li> <p>Central Lock LOOK design</p> </li> <li> <p>Lightweight forged construction</p> </li> <li> <p>Developed specifically for McLaren 750S</p> </li> <li> <p>Precision fitment for front and rear axles</p> </li> <li> <p>Available with or without tyres</p> </li> </ul> <h4>Wheel Specifications</h4> <p><strong>Front Axle</strong><br>9.0J x 20""</p> <p><strong>Rear Axle</strong><br>12.0J x 21""</p> <h4>Tyre Options</h4> <p><strong>With Tyres</strong></p> <ul> <li> <p>Front: 255/30 R20</p> </li> <li> <p>Rear: 325/25 R21</p> </li> </ul> <p><strong>Without Tyres</strong></p> <ul> <li> <p>Wheels supplied without tyres</p> </li> </ul> <h4>Technical Details</h4> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Wheel Type: Forged Aluminium</p> </li> <li> <p>Model: MC4</p> </li> <li> <p>Design: Central Lock LOOK</p> </li> <li> <p>Quantity: Complete wheel set (front and rear)</p> </li> </ul> <h4>Installation</h4> <p>Professional installation and wheel alignment are strongly recommended.</p> <h4>Part Numbers</h4> <p><strong>With Tyres</strong></p> <ul data",Novitec,Wheels,"brand_novitec, car_mclaren, category_wheels, condition_new, install_available, model_750s, pricing_buy_now",TRUE,Variant,With Tyres,C4 750 92,0,shopify,2,deny,manual,66900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-21at09.55.04.png,1,MC4 Forged Wheel Set with Central Lock - McLaren 750S Coupé & Spider - C4 750 92/ 90/91 - Novitec,FALSE,active
novitec-mclaren-750s-c4-750-92,,,,,,,,Without Tyres,C4 750 90/91,0,shopify,6,deny,manual,54900.00,TRUE,TRUE,,,,,
novitec-mclaren-750s-c4-750-92,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-02-15_at_11.42.44.png,2,MC4 Forged Wheel Set with Central Lock - McLaren 750S Coupé & Spider - C4 750 92/ 90/91 - Novitec,,
novitec-set-wheels-tyres-type-mc4-forged-central-lock-solid-colors-senna,"MC4 Forged Wheel Set with Central-Lock - McLaren Senna - C4 888 92, 90/91 - Novitec","<h4>Description</h4> <p>The <strong>NOVITEC MC4 Forged Wheel Set – Central Lock LOOK</strong> for the <strong>McLaren Senna</strong> combines advanced forged engineering with a distinctive motorsport-inspired center-lock design. Developed specifically for the Senna, the MC4 wheels enhance steering precision, stability, and overall track performance while reinforcing the vehicle’s aggressive racing character.</p> <p>Designed for maximum strength with minimal weight, the MC4 forged wheels deliver uncompromising performance and a bold, high-performance appearance.</p> <h4>Compatibility</h4> <p>McLaren Senna</p> <h4>Key Features</h4> <ul> <li> <p>Forged aluminium wheel set MC4</p> </li> <li> <p>Central Lock LOOK design</p> </li> <li> <p>Lightweight forged construction</p> </li> <li> <p>Developed specifically for McLaren Senna</p> </li> <li> <p>Precision fitment for front and rear axles</p> </li> <li> <p>Available with or without tyres</p> </li> </ul> <h4>Wheel Specifications</h4> <p><strong>Front Axle</strong><br>9.0J x 20""</p> <p><strong>Rear Axle</strong><br>12.0J x 21""</p> <h4>Tyre Options</h4> <p><strong>With Tyres</strong></p> <ul> <li> <p>Front: 255/30 R20</p> </li> <li> <p>Rear: 325/25 R21</p> </li> </ul> <p><strong>Without Tyres</strong></p> <ul> <li> <p>Wheels supplied without tyres</p> </li> </ul> <h4>Technical Details</h4> <ul> <li> <p>Manufacturer: NOVITEC</p> </li> <li> <p>Wheel Type: Forged Aluminium</p> </li> <li> <p>Model: MC4</p> </li> <li> <p>Design: Central Lock LOOK</p> </li> <li> <p>Quantity: Complete wheel set (front and rear)</p> </li> </ul> <h4>Installation</h4> <p>Professional installation and wheel alignment are strongly recommended.</p> <h4>Part Numbers</h4> <p><strong>With Tyres</strong></p> <ul> <li> <p>C4 888 92</p> </li> </ul> <p><strong>Without",Novitec,Wheels,"brand_novitec, car_mclaren, category_wheels, condition_new, install_available, model_senna, pricing_buy_now",TRUE,Variant,With Tyres,C4 888 92,0,shopify,2,deny,manual,59900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-23at21.47.40.png,1,"MC4 Forged Wheel Set with Central-Lock - McLaren Senna - C4 888 92, 90/91 - Novitec",FALSE,active
novitec-set-wheels-tyres-type-mc4-forged-central-lock-solid-colors-senna,,,,,,,,Wthout Tyres,C4 888 90/91,0,shopify,2,deny,manual,49900.00,TRUE,TRUE,,,,,
novitec-set-wheels-tyres-type-mc4-forged-central-lock-solid-colors-senna,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot_2026-02-15_at_11.42.44.png,2,"MC4 Forged Wheel Set with Central-Lock - McLaren Senna - C4 888 92, 90/91 - Novitec",,
spofec-overdose-s2-widebody-kit-rolls-royce-cullinan-series-ii,OVERDOSE S2 Widebody Kit - Rolls-Royce Cullinan - R6 333 06 - Novitec,"<h4>Description</h4> <p>The <strong>SPOFEC OVERDOSE S2 Widebody Kit</strong> for the <strong>Rolls-Royce Cullinan Series II</strong> represents the most exclusive and performance-oriented evolution of the OVERDOSE program. Combining an aggressive widebody conversion with visible carbon aerodynamic highlights, the OVERDOSE S2 package delivers maximum road presence while preserving Rolls-Royce luxury.</p> <p>All core body components are manufactured from high-quality PU-RIM for durability and perfect fitment, while selected aerodynamic elements are crafted from visible carbon fiber for a motorsport-inspired finish.</p> <h4>Compatibility</h4> <p>Rolls-Royce Cullinan <strong>Series II</strong><br></p> <h4>Kit Includes</h4> <ul> <li> <p>Front bumper with integrated LED</p> </li> <li> <p>Grid inserts</p> </li> <li> <p>Rear bumper with tailpipe covers</p> </li> <li> <p>Rear diffuser</p> </li> <li> <p>Widebody kit (8 parts)</p> </li> <li> <p>Side panels</p> </li> <li> <p>Front attachment in visible carbon</p> </li> <li> <p>Rear diffuser elements in visible carbon</p> </li> <li> <p>Complete fixing material</p> </li> </ul> <p>(PU-RIM body components with additional visible carbon aerodynamic parts)</p> <h4>Key Features</h4> <ul> <li> <p>Complete OVERDOSE S2 widebody conversion</p> </li> <li> <p>Aggressive, luxury-performance design language</p> </li> <li> <p>PU-RIM body components for durability and OEM-level fitment</p> </li> <li> <p>Visible carbon front attachment and rear diffuser elements</p> </li> <li> <p>Maximum vehicle width and road presence</p> </li> <li> <p>Developed specifically for Rolls-Royce Cullinan</p> </li> <li> <p>Includes all required mounting hardware</p> </li> </ul> <h4>Technical Details</h4> <ul> <li> <p>Manufacturer: SPOFEC</p> </li> <li> <p>Product Type: Widebody Kit</p> </li> <li> <p>Model: OVERDOSE S2</p> </li> <li> <p>Material: PU-RIM (body components)</p> </li> <li> <p>Ca",Novitec,Aerodynamics,"brand_novitec, brand_spofec, car_rolls_royce, category_aerodynamic, condition_new, install_available, model_cullinan_series_ii, pricing_buy_now",TRUE,Title,Default Title,R6 333 06,0,shopify,6,deny,manual,164900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-20at21.52.41.png,1,OVERDOSE S2 Widebody Kit - Rolls-Royce Cullinan - R6 333 06 - Novitec,FALSE,active
spofec-overdose-s2-widebody-kit-rolls-royce-cullinan-series-ii,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-20at21.53.10.png,2,OVERDOSE S2 Widebody Kit - Rolls-Royce Cullinan - R6 333 06 - Novitec,,
spofec-aerodynamics-overdose-kit-pu-rim-cullinan-series-i,OVERDOSE Widebody Kit - Rolls-Royce Cullinan - R6 333 01 - Novitec,"<h4>Description</h4> <p>The <strong>SPOFEC OVERDOSE Widebody Kit</strong> for the <strong>Rolls-Royce Cullinan Series I</strong> transforms the vehicle’s appearance with a significantly more powerful and athletic presence. Designed to enhance both styling and road presence, the widebody conversion broadens the stance while maintaining the luxury character of the Cullinan.</p> <p>All components are manufactured from high-quality PU-RIM material, ensuring durability, precise fitment, and factory-level integration.</p> <h4>Compatibility</h4> <p>Rolls-Royce Cullinan <strong>Series I</strong><br></p> <h4>Kit Includes</h4> <ul> <li> <p>Front bumper</p> </li> <li> <p>Rear diffuser</p> </li> <li> <p>Widebody set (8 parts)</p> </li> <li> <p>Side panels</p> </li> <li> <p>Complete fixing material</p> </li> </ul> <p>(All parts manufactured from PU-RIM)</p> <h4>Key Features</h4> <ul> <li> <p>Complete widebody conversion kit</p> </li> <li> <p>Manufactured from high-quality PU-RIM</p> </li> <li> <p>Enhances vehicle width and road presence</p> </li> <li> <p>Developed specifically for Rolls-Royce Cullinan</p> </li> <li> <p>Precision-engineered for OEM-level fitment</p> </li> <li> <p>Includes all necessary mounting hardware</p> </li> </ul> <h4>Technical Details</h4> <ul> <li> <p>Manufacturer: SPOFEC by Novitec</p> </li> <li> <p>Product Type: Widebody Kit</p> </li> <li> <p>Material: PU-RIM</p> </li> <li> <p>Components: Front bumper, rear diffuser, widebody extensions, side panels</p> </li> <li> <p>Includes: Fixing material</p> </li> </ul> <h4>Installation</h4> <p>Professional installation and paint preparation are required.</p> <h4>Part Number</h4> <ul> <li> <p>R6 333 01</p> </li> </ul> <h4>Special Order</h4> <p>Lead time approximately <strong>4–6 weeks</strong></p>",Novitec,Aerodynamics,"brand_novitec, brand_spofec, car_rolls_royce, category_aerodynamic, condition_new, install_available, model_cullinan, pricing_buy_now",TRUE,Title,Default Title,R6 333 01,0,shopify,6,deny,manual,134900.00,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-23at23.01.41.png,1,OVERDOSE Widebody Kit - Rolls-Royce Cullinan - R6 333 01 - Novitec,FALSE,active
spofec-aerodynamics-overdose-kit-pu-rim-cullinan-series-i,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0701/4472/0949/files/Screenshot2026-01-23at23.01.59.png,2,OVERDOSE Widebody Kit - Rolls-Royce Cullinan - R6 333 01 - Novitec,,
